Open time,Open,High,Low,Close,Volume,Close time,Quote asset Volume,Number of Trades,Taker buy base asset volume,Taker buy quote asset volume,ignore
2018-10-07 23:52:00,6601.05000000,6603.62000000,6597.89000000,6600.53000000,5.95188900,1538956379999,39295.42094852,50,3.59763400,23756.61081968,0
2018-10-07 23:53:00,6598.75000000,6601.00000000,6597.00000000,6600.56000000,7.81881000,1538956439999,51598.05157349,57,3.76964300,24881.17986695,0
2018-10-07 23:54:00,6601.00000000,6608.39000000,6599.60000000,6604.49000000,39.38176100,1538956499999,259977.37768335,69,23.81999200,157246.96923201,0
2018-10-07 23:55:00,6601.15000000,6606.82000000,6601.15000000,6605.69000000,5.07209700,1538956559999,33500.19795845,43,1.55907100,10297.16826597,0
2018-10-07 23:56:00,6606.82000000,6608.39000000,6604.68000000,6608.39000000,5.30585200,1538956619999,35052.54395429,23,0.76451200,5051.46639810,0
2018-10-07 23:57:00,6608.69000000,6611.47000000,6608.39000000,6611.47000000,1.27003100,1538956679999,8393.24358964,35,0.19632700,1297.67702834,0
2018-10-07 23:58:00,6611.48000000,6620.47000000,6610.00000000,6615.06000000,35.89042400,1538956739999,237552.37184900,73,20.18697400,133592.50770735,0
2018-10-07 23:59:00,6615.06000000,6619.54000000,6614.56000000,6615.26000000,4.50782900,1538956799999,29826.33342790,57,0.63472800,4200.94095590,0
2018-10-08 00:00:00,6615.26000000,6618.40000000,6607.69000000,6617.03000000,17.54044800,1538956859999,115992.67526466,98,4.77757000,31599.45686717,0
2018-10-08 00:01:00,6617.04000000,6624.94000000,6617.04000000,6622.00000000,7.72647900,1538956919999,51169.08136348,46,6.88101500,45573.10225509,0
2018-10-08 00:02:00,6622.00000000,6623.66000000,6620.32000000,6621.06000000,5.79080000,1538956979999,38344.76976742,43,1.93883500,12840.76316471,0
2018-10-08 00:03:00,6621.06000000,6622.73000000,6612.84000000,6615.74000000,13.36441300,1538957039999,88426.95515019,71,4.74598100,31399.76048344,0
2018-10-08 00:04:00,6612.91000000,6616.68000000,6612.91000000,6613.00000000,1.37647000,1538957099999,9103.02551336,18,1.05608100,6984.22981162,0
2018-10-08 00:05:00,6613.00000000,6613.50000000,6605.03000000,6609.65000000,21.22653500,1538957159999,140266.03695813,81,7.38241800,48797.65725705,0
2018-10-08 00:06:00,6609.59000000,6614.00000000,6606.41000000,6613.00000000,11.58984100,1538957219999,76614.72086653,54,10.72700400,70912.85010911,0
2018-10-08 00:07:00,6612.57000000,6613.00000000,6612.48000000,6612.48000000,1.71587800,1538957279999,11346.80778626,20,1.13462300,7503.26189900,0
2018-10-08 00:08:00,6613.00000000,6613.00000000,6612.26000000,6613.00000000,1.52165500,1538957339999,10062.49149637,24,1.15586600,7643.73975011,0
2018-10-08 00:09:00,6612.26000000,6616.91000000,6609.35000000,6612.76000000,3.58248700,1538957399999,23692.25035424,41,2.60329800,17218.24240011,0
2018-10-08 00:10:00,6612.76000000,6614.00000000,6609.26000000,6613.55000000,3.30543300,1538957459999,21852.86012617,30,2.15889100,14273.76110273,0
2018-10-08 00:11:00,6609.91000000,6613.55000000,6609.91000000,6609.96000000,1.17901400,1538957519999,7796.29497946,16,0.79413900,5250.95447250,0
2018-10-08 00:12:00,6612.14000000,6613.56000000,6607.93000000,6610.10000000,4.71741100,1538957579999,31191.32549526,33,3.34104500,22092.82717190,0
2018-10-08 00:13:00,6610.11000000,6612.74000000,6607.95000000,6611.88000000,4.90987300,1538957639999,32456.15530364,30,2.23257300,14761.51923417,0
2018-10-08 00:14:00,6608.54000000,6611.88000000,6607.05000000,6607.87000000,1.50637000,1538957699999,9954.82611452,26,0.38735300,2560.18960710,0
2018-10-08 00:15:00,6607.87000000,6610.92000000,6602.39000000,6610.92000000,7.81247500,1538957759999,51628.54279791,42,5.76490300,38106.38515275,0
2018-10-08 00:16:00,6610.93000000,6611.00000000,6608.68000000,6609.57000000,3.82724400,1538957819999,25301.21727680,33,3.06181900,20241.66653110,0
2018-10-08 00:17:00,6611.00000000,6616.60000000,6610.91000000,6615.81000000,11.14618900,1538957879999,73714.16939515,57,2.28622000,15122.14472325,0
2018-10-08 00:18:00,6615.00000000,6615.00000000,6608.98000000,6612.57000000,1.64818400,1538957939999,10896.90754903,19,0.21986000,1453.84275984,0
2018-10-08 00:19:00,6610.52000000,6612.27000000,6610.00000000,6610.07000000,1.83256000,1538957999999,12113.64262102,20,0.12231400,808.74418866,0
2018-10-08 00:20:00,6611.97000000,6617.45000000,6610.00000000,6615.36000000,4.64414600,1538958059999,30718.22367195,54,3.79785300,25122.61140029,0
2018-10-08 00:21:00,6615.38000000,6618.00000000,6614.32000000,6617.16000000,2.76123700,1538958119999,18269.61195209,42,0.97099200,6425.67145136,0
2018-10-08 00:22:00,6617.16000000,6617.17000000,6614.04000000,6614.04000000,1.31928400,1538958179999,8729.47584325,22,1.03914800,6876.14252525,0
2018-10-08 00:23:00,6614.05000000,6618.80000000,6614.05000000,6615.69000000,3.44249700,1538958239999,22783.81239823,27,3.22117400,21319.81692902,0
2018-10-08 00:24:00,6615.69000000,6618.90000000,6615.68000000,6616.19000000,3.52019700,1538958299999,23290.58893579,44,0.13056500,864.19513153,0
2018-10-08 00:25:00,6616.19000000,6617.85000000,6613.62000000,6615.00000000,0.56428000,1538958359999,3732.84372470,26,0.03729100,246.75302956,0
2018-10-08 00:26:00,6616.16000000,6617.05000000,6615.00000000,6615.00000000,10.12798700,1538958419999,67005.53624068,40,2.94303400,19474.02513112,0
2018-10-08 00:27:00,6615.00000000,6616.66000000,6613.00000000,6616.65000000,7.54639400,1538958479999,49921.70743313,31,4.19417700,27750.38276080,0
2018-10-08 00:28:00,6615.20000000,6615.99000000,6614.47000000,6615.49000000,1.43994200,1538958539999,9525.23867057,28,0.24022800,1589.16262822,0
2018-10-08 00:29:00,6615.00000000,6615.97000000,6614.47000000,6615.00000000,4.07874600,1538958599999,26981.79394320,55,1.16952300,7737.04187913,0
2018-10-08 00:30:00,6615.01000000,6615.99000000,6613.00000000,6615.99000000,3.51307400,1538958659999,23236.94431449,37,1.84550400,12208.00524913,0
2018-10-08 00:31:00,6615.07000000,6615.07000000,6613.00000000,6614.43000000,13.08182800,1538958719999,86529.66451349,53,2.18142700,14427.29498272,0
2018-10-08 00:32:00,6614.43000000,6614.43000000,6611.10000000,6611.11000000,11.95730000,1538958779999,79059.67303806,44,1.22197100,8082.29001670,0
2018-10-08 00:33:00,6611.11000000,6612.00000000,6605.00000000,6612.00000000,6.98749100,1538958839999,46192.60460387,52,6.17521300,40824.00705839,0
2018-10-08 00:34:00,6612.00000000,6618.32000000,6612.00000000,6615.23000000,13.89192000,1538958899999,91920.28321887,94,10.34054100,68426.70764724,0
2018-10-08 00:35:00,6615.31000000,6622.00000000,6613.63000000,6614.28000000,38.79591700,1538958959999,256749.28540744,155,23.29250600,154166.39866334,0
2018-10-08 00:36:00,6614.27000000,6620.30000000,6611.01000000,6617.98000000,7.35418400,1538959019999,48672.71953567,59,5.95928500,39444.01262211,0
2018-10-08 00:37:00,6616.39000000,6620.30000000,6616.38000000,6617.98000000,7.10257000,1538959079999,47003.21623492,47,2.26859000,15017.89552587,0
2018-10-08 00:38:00,6618.77000000,6621.17000000,6618.77000000,6618.77000000,4.29365100,1538959139999,28421.84682268,87,1.56401700,10354.97171775,0
2018-10-08 00:39:00,6618.77000000,6618.77000000,6611.27000000,6614.95000000,7.32494000,1538959199999,48467.95008660,52,0.56457700,3735.60380751,0
2018-10-08 00:40:00,6614.93000000,6614.93000000,6609.49000000,6611.99000000,1.06319000,1538959259999,7028.18133929,20,0.06194000,409.65490884,0
2018-10-08 00:41:00,6611.99000000,6613.85000000,6609.79000000,6611.16000000,1.95877900,1538959319999,12950.77544989,19,1.15673600,7649.16989233,0
2018-10-08 00:42:00,6612.57000000,6619.25000000,6611.98000000,6616.78000000,23.82562300,1538959379999,157555.29036197,34,21.64154600,143110.36514036,0
2018-10-08 00:43:00,6616.78000000,6619.94000000,6616.78000000,6619.94000000,0.87812900,1538959439999,5813.00358559,21,0.71371900,4724.65154979,0
2018-10-08 00:44:00,6619.78000000,6619.94000000,6614.42000000,6616.07000000,4.21157900,1538959499999,27874.77224070,39,0.95923000,6348.90461175,0
2018-10-08 00:45:00,6616.03000000,6619.15000000,6611.97000000,6615.25000000,3.21353800,1538959559999,21259.12446048,41,1.38289400,9150.84918570,0
2018-10-08 00:46:00,6612.13000000,6619.30000000,6611.36000000,6619.30000000,10.48027800,1538959619999,69336.53464725,46,10.03684700,66404.58727340,0
2018-10-08 00:47:00,6613.03000000,6615.92000000,6612.30000000,6615.92000000,14.44108600,1538959679999,95507.54922538,44,3.58787800,23734.54682207,0
2018-10-08 00:48:00,6616.01000000,6616.01000000,6613.73000000,6616.00000000,1.43122500,1538959739999,9468.31687130,19,0.81787900,5411.08103874,0
2018-10-08 00:49:00,6615.29000000,6617.03000000,6614.09000000,6614.09000000,5.89646300,1538959799999,39009.01002729,27,3.06857600,20301.71283306,0
2018-10-08 00:50:00,6617.03000000,6620.00000000,6612.30000000,6612.30000000,2.51817000,1538959859999,16661.26847873,41,1.79970500,11908.53896274,0
2018-10-08 00:51:00,6612.50000000,6612.50000000,6610.02000000,6610.03000000,6.36960700,1538959919999,42111.88649235,27,0.49650100,3282.05477243,0
2018-10-08 00:52:00,6610.03000000,6612.24000000,6608.60000000,6612.24000000,3.07349900,1538959979999,20314.79627161,43,2.66918700,17642.59697131,0
2018-10-08 00:53:00,6609.50000000,6612.22000000,6608.75000000,6610.83000000,1.33709800,1538960039999,8839.39419589,16,0.68826000,4550.21544183,0
2018-10-08 00:54:00,6612.22000000,6615.00000000,6610.83000000,6615.00000000,7.37567500,1538960099999,48779.07667369,30,6.26337700,41425.17630921,0
2018-10-08 00:55:00,6616.24000000,6619.85000000,6615.00000000,6616.45000000,4.21299200,1538960159999,27870.95890911,36,1.14038100,7545.41590548,0
2018-10-08 00:56:00,6616.45000000,6621.07000000,6615.00000000,6621.07000000,16.24997800,1538960219999,107565.11953034,52,12.78157800,84609.38131657,0
2018-10-08 00:57:00,6617.02000000,6618.00000000,6613.51000000,6613.52000000,6.96597100,1538960279999,46084.36854451,42,0.37756100,2497.33990566,0
2018-10-08 00:58:00,6613.51000000,6616.34000000,6613.50000000,6613.51000000,5.35826100,1538960339999,35437.72934430,29,0.42354200,2801.95261962,0
2018-10-08 00:59:00,6613.51000000,6619.83000000,6613.50000000,6613.90000000,4.39928800,1538960399999,29102.47662830,52,2.32253800,15367.17990944,0
2018-10-08 01:00:00,6615.67000000,6619.95000000,6614.74000000,6615.79000000,3.09539400,1538960459999,20485.10783194,68,1.63103300,10796.54360916,0
2018-10-08 01:01:00,6615.80000000,6618.00000000,6613.90000000,6615.80000000,5.29889000,1538960519999,35057.53519765,43,0.56519100,3740.39218005,0
2018-10-08 01:02:00,6615.00000000,6620.50000000,6615.00000000,6616.55000000,7.32203100,1538960579999,48447.89855854,53,5.38389100,35624.24530602,0
2018-10-08 01:03:00,6616.55000000,6619.00000000,6616.53000000,6616.53000000,0.89327900,1538960639999,5911.32791882,25,0.37723300,2496.88187650,0
2018-10-08 01:04:00,6616.00000000,6618.88000000,6616.00000000,6616.10000000,1.00544200,1538960699999,6653.10528871,18,0.40945600,2710.02022189,0
2018-10-08 01:05:00,6616.11000000,6627.62000000,6615.00000000,6627.62000000,19.20590800,1538960759999,127236.81030850,136,8.01349700,53073.24870239,0
2018-10-08 01:06:00,6627.62000000,6628.63000000,6623.53000000,6624.29000000,18.67352300,1538960819999,123747.07311048,112,0.68279700,4523.74696576,0
2018-10-08 01:07:00,6624.29000000,6625.80000000,6622.01000000,6622.01000000,3.77801100,1538960879999,25021.10482698,50,0.15632500,1035.28198350,0
2018-10-08 01:08:00,6622.00000000,6622.10000000,6619.36000000,6622.00000000,2.06612000,1538960939999,13681.83789027,42,1.13033800,7485.10955027,0
2018-10-08 01:09:00,6622.00000000,6622.00000000,6619.38000000,6619.38000000,1.63921000,1538960999999,10852.26126552,23,0.34173500,2262.40793770,0
2018-10-08 01:10:00,6619.15000000,6619.93000000,6618.43000000,6619.00000000,1.67834800,1538961059999,11109.33791257,20,0.88635400,5867.44068130,0
2018-10-08 01:11:00,6619.00000000,6621.97000000,6616.28000000,6619.31000000,15.39225100,1538961119999,101872.80764781,51,11.61024700,76841.53332695,0
2018-10-08 01:12:00,6619.56000000,6621.87000000,6618.17000000,6619.46000000,4.49271900,1538961179999,29743.59947304,27,1.30050400,8610.74331667,0
2018-10-08 01:13:00,6620.00000000,6620.00000000,6618.17000000,6618.17000000,8.41938900,1538961239999,55724.24575382,30,0.92107600,6097.04881803,0
2018-10-08 01:14:00,6618.17000000,6619.55000000,6614.98000000,6617.92000000,5.52557000,1538961299999,36556.56990282,36,0.94357200,6243.29887420,0
2018-10-08 01:15:00,6617.81000000,6617.81000000,6615.42000000,6617.00000000,3.39476500,1538961359999,22463.48566282,20,2.10386900,13921.75432290,0
2018-10-08 01:16:00,6617.00000000,6617.82000000,6617.00000000,6617.00000000,5.64267100,1538961419999,37339.52776724,21,4.99971200,33084.74629192,0
2018-10-08 01:17:00,6617.00000000,6620.02000000,6617.00000000,6619.84000000,10.83071600,1538961479999,71688.92960200,29,4.53339600,30001.50940539,0
2018-10-08 01:18:00,6619.84000000,6620.30000000,6619.15000000,6620.30000000,6.83419600,1538961539999,45242.52149039,23,5.15874200,34150.51919894,0
2018-10-08 01:19:00,6619.19000000,6620.13000000,6619.19000000,6620.13000000,1.56009300,1538961599999,10327.88938041,32,1.48906100,9857.69306814,0
2018-10-08 01:20:00,6620.13000000,6620.65000000,6620.00000000,6620.01000000,6.14907200,1538961659999,40709.47390119,31,4.63868500,30710.39135632,0
2018-10-08 01:21:00,6620.40000000,6622.00000000,6620.01000000,6622.00000000,2.34035200,1538961719999,15495.16890636,25,1.84093500,12189.01482022,0
2018-10-08 01:22:00,6622.00000000,6622.00000000,6619.15000000,6619.50000000,2.38295900,1538961779999,15774.79165551,35,0.06685700,442.57704900,0
2018-10-08 01:23:00,6619.16000000,6619.50000000,6615.42000000,6615.42000000,12.40212900,1538961839999,82067.38276685,61,0.86478900,5721.94469178,0
2018-10-08 01:24:00,6616.32000000,6617.96000000,6616.32000000,6617.01000000,0.45168700,1538961899999,2988.80137122,16,0.18156700,1201.43006118,0
2018-10-08 01:25:00,6616.32000000,6621.21000000,6616.32000000,6620.66000000,2.21868300,1538961959999,14687.40277539,20,1.81149100,11992.16114971,0
2018-10-08 01:26:00,6620.03000000,6620.03000000,6616.32000000,6616.68000000,1.27605600,1538962019999,8446.13473479,15,0.70568900,4671.57318781,0
2018-10-08 01:27:00,6616.68000000,6619.89000000,6613.51000000,6613.51000000,10.74629100,1538962079999,71103.78294004,61,1.13754200,7529.41224758,0
2018-10-08 01:28:00,6616.87000000,6616.87000000,6609.95000000,6610.00000000,6.77355200,1538962139999,44789.05212185,33,0.52136400,3447.93348431,0
2018-10-08 01:29:00,6611.89000000,6614.08000000,6609.02000000,6611.76000000,4.20292300,1538962199999,27779.69329195,17,0.25672900,1697.90067820,0
2018-10-08 01:30:00,6614.06000000,6614.06000000,6609.86000000,6612.89000000,4.90888800,1538962259999,32457.09070493,41,1.10323700,7295.41252096,0
2018-10-08 01:31:00,6613.00000000,6613.87000000,6609.86000000,6612.94000000,3.07088500,1538962319999,20306.51990842,32,2.23341300,14769.48465399,0
2018-10-08 01:32:00,6612.94000000,6615.00000000,6609.91000000,6614.08000000,5.91072900,1538962379999,39090.94213135,46,3.05438100,20202.00942857,0
2018-10-08 01:33:00,6614.08000000,6614.99000000,6610.00000000,6610.06000000,4.95215700,1538962439999,32751.15797752,24,2.54766500,16849.82578694,0
2018-10-08 01:34:00,6610.07000000,6614.43000000,6606.82000000,6610.72000000,3.24220300,1538962499999,21426.56738148,30,0.96584000,6382.67488123,0
2018-10-08 01:35:00,6608.42000000,6613.00000000,6608.41000000,6611.69000000,7.67721900,1538962559999,50744.46709582,67,2.06683100,13664.01177078,0
2018-10-08 01:36:00,6611.67000000,6614.99000000,6609.94000000,6614.94000000,4.74210200,1538962619999,31363.49908613,30,4.61269900,30508.00283551,0
2018-10-08 01:37:00,6614.94000000,6614.94000000,6608.82000000,6611.24000000,2.52496300,1538962679999,16691.32166316,30,0.46436600,3069.94008836,0
2018-10-08 01:38:00,6611.24000000,6614.08000000,6607.76000000,6614.08000000,7.45505700,1538962739999,49279.29367267,54,4.97232800,32871.23410566,0
2018-10-08 01:39:00,6614.08000000,6614.08000000,6611.12000000,6611.99000000,1.20833100,1538962799999,7989.85933132,27,0.33241500,2198.61261054,0
2018-10-08 01:40:00,6614.07000000,6614.08000000,6611.12000000,6611.12000000,0.78223400,1538962859999,5172.26983279,19,0.10110100,668.68989613,0
2018-10-08 01:41:00,6611.12000000,6612.77000000,6609.89000000,6609.93000000,6.86467900,1538962919999,45389.81840325,31,6.17730800,40846.36035822,0
2018-10-08 01:42:00,6612.24000000,6612.24000000,6609.52000000,6609.52000000,5.70517000,1538962979999,37711.19979184,61,2.78807800,18429.55423237,0
2018-10-08 01:43:00,6609.35000000,6610.00000000,6607.90000000,6608.88000000,9.93925600,1538963039999,65692.45012903,76,3.45447200,22832.89323164,0
2018-10-08 01:44:00,6608.43000000,6611.75000000,6607.77000000,6607.77000000,4.31654000,1538963099999,28529.74923245,44,2.60468200,17217.11538597,0
2018-10-08 01:45:00,6607.88000000,6609.49000000,6606.00000000,6608.95000000,6.77632700,1538963159999,44776.69627322,73,4.70094600,31064.35801818,0
2018-10-08 01:46:00,6607.87000000,6608.98000000,6605.81000000,6608.81000000,12.35474700,1538963219999,81632.99754331,70,10.47020200,69183.09737272,0
2018-10-08 01:47:00,6605.81000000,6609.17000000,6605.13000000,6609.15000000,24.85537800,1538963279999,164224.69593157,104,18.10815100,119654.18731762,0
2018-10-08 01:48:00,6605.91000000,6609.95000000,6605.91000000,6609.18000000,18.51451000,1538963339999,122357.85811862,108,15.11566000,99896.92438963,0
2018-10-08 01:49:00,6609.17000000,6609.87000000,6604.00000000,6606.87000000,18.34738100,1538963399999,121219.99045973,104,13.71738600,90627.93883896,0
2018-10-08 01:50:00,6606.44000000,6607.68000000,6606.01000000,6606.63000000,14.26434000,1538963459999,94243.42864671,80,9.77622500,64593.04836064,0
2018-10-08 01:51:00,6606.63000000,6607.68000000,6603.62000000,6603.62000000,16.21165400,1538963519999,107095.41123621,67,4.10689900,27133.82610925,0
2018-10-08 01:52:00,6603.98000000,6606.09000000,6601.51000000,6605.24000000,10.77396000,1538963579999,71142.36749276,53,4.68324800,30925.66126122,0
2018-10-08 01:53:00,6602.91000000,6608.29000000,6602.91000000,6608.28000000,5.93507200,1538963639999,39212.73666417,53,4.32346800,28564.94208206,0
2018-10-08 01:54:00,6608.29000000,6608.29000000,6604.81000000,6604.81000000,2.84292700,1538963699999,18780.68258144,48,1.18631100,7837.14220035,0
2018-10-08 01:55:00,6604.90000000,6608.00000000,6604.81000000,6605.51000000,4.51317500,1538963759999,29813.71518376,76,2.57385400,17003.98405088,0
2018-10-08 01:56:00,6605.51000000,6607.99000000,6605.51000000,6605.52000000,4.96081300,1538963819999,32772.02637259,97,3.60899800,23842.51993370,0
2018-10-08 01:57:00,6606.99000000,6611.46000000,6605.48000000,6608.27000000,13.41112300,1538963879999,88615.32782603,87,10.45622400,69092.85024463,0
2018-10-08 01:58:00,6609.13000000,6609.98000000,6601.52000000,6601.56000000,6.40594800,1538963939999,42319.97225267,109,1.66096100,10975.19371862,0
2018-10-08 01:59:00,6605.82000000,6605.82000000,6601.50000000,6605.02000000,27.90958200,1538963999999,184310.95182221,71,25.37016800,167543.66816764,0
2018-10-08 02:00:00,6603.58000000,6608.00000000,6602.16000000,6604.66000000,21.32790700,1538964059999,140894.97204330,67,19.99029000,132057.89628820,0
